     28.75      10.45
      4.23      21.04
     22.10       3.64
     28.67       8.17
      6.76      14.87
     19.51      23.42
      9.53      21.44
      1.36      10.00
     22.53      12.30
     15.57      23.56
     20.33       5.27
      3.65      12.33
     11.63      20.30
     17.53      19.61
     25.62      10.25
      4.07      16.43
     27.11       3.59
     21.04       8.31
      8.83       9.44
      9.04      26.48
      1.79       1.25
     20.21       1.45
      4.87       5.32
      8.23      17.60
     27.74      15.15
      6.16      19.48
     21.24      10.56
      7.59      11.12
     13.53       5.11
      3.73      23.56
     27.28      23.28
      8.85       1.94
     20.57      28.87
     13.53      19.29
     12.01      28.96
     18.01      26.15
     15.71      28.06
     16.04      13.36
     14.71      15.31
      9.82       5.54
     17.28      11.09
     25.03       2.74
     25.87      13.24
     11.40      22.71
     26.62      19.47
      6.36       1.30
     25.95      27.52
     22.68      29.00
     22.48      15.90
     17.91      28.52
