      3.70       0.75
     -2.77      -0.12
      1.65      -1.56
      1.60      -1.27
      2.02      -7.42
      0.34       0.48
     -0.04      -4.83
      1.62      -4.47
      2.25       1.04
     -4.49      -2.04
      5.59       1.11
      3.20       0.68
      0.66       1.35
     -0.29      -4.15
      0.05      -0.26
     -0.01      -2.90
      3.70      -1.01
      0.53      -1.40
     -0.57       3.35
      1.70      -0.18
      3.33       5.71
      2.18      -0.72
     -4.95       0.32
     -3.58       1.26
      2.88       4.25
     -2.07      -2.21
      5.66       5.37
      2.08      -2.03
      0.37      -0.46
      1.41       5.83
      5.00      -2.04
     -0.47       1.04
      6.71       1.05
      0.62      -1.51
      2.72       1.74
     -1.62       1.02
     -4.01       2.59
      1.95       0.87
     -2.59      -0.14
     -0.24      -1.45
     -2.86      -1.17
     -0.25      -3.33
      0.43       0.48
      2.15      -0.30
      1.61       1.34
      3.50       0.72
      2.32       1.97
      4.81       1.26
     -1.49      -0.27
     -3.13       0.99
