      3.70       0.75
     -2.77      -0.12
      1.65      -1.56
      5.79       0.66
     -4.39      -4.24
     -0.03       4.75
      0.74       0.53
     -3.28       1.89
      0.22      -0.06
     -0.28      -4.13
      1.40      -0.83
     -1.55      -4.14
      0.92      -0.47
     -4.50      -2.06
      1.80      -1.75
     -0.83      -4.72
      3.70       1.01
      0.53      -1.40
     -0.57       3.35
      1.70      -0.18
     -1.56      -2.60
      2.18       0.72
     -0.96      -3.92
     -3.91       0.73
     -2.01      -1.59
      2.72      -0.93
      3.29      -0.96
      2.08      -2.03
      0.37      -0.46
      1.41      -5.83
     -2.92      -1.16
     -0.47       1.04
     -6.71       1.05
     -2.32       0.30
      2.72       1.74
     -1.62       1.02
     -4.01      -2.59
     -0.22       4.36
      0.69      -1.42
      5.56       4.73
      3.55      -4.36
     -0.25      -3.33
      0.43       0.48
      1.89       1.52
      1.61       1.34
      3.50       0.72
     -0.63       6.93
     -4.81       1.26
      3.71       0.89
     -3.13       0.99
