      0.31      -1.65
      0.70      -0.84
      0.50       1.11
      4.42      -4.44
      1.59       1.29
      3.07      -2.14
     -0.41      -4.44
     -2.04      -2.89
     -2.46       3.45
     -3.19      -2.74
      3.04       3.09
      0.99      -2.31
      1.75      -5.28
      5.55       0.08
     -2.09      -2.21
      5.94      -0.77
     -2.67       2.77
     -3.91      -1.68
      2.49       5.12
     -1.36      -2.94
      1.56       2.60
     -1.83       1.80
      2.83       3.36
      0.69       2.14
     -2.23       3.11
     -2.67      -0.39
      0.47      -0.50
      1.00      -4.43
     -1.93      -2.81
      4.68       3.26
     -5.05      -1.27
     -3.73      -2.78
     -0.72       1.06
      1.66       1.18
     -1.18      -0.84
      1.77      -4.44
     -3.02      -4.67
     -2.47      -1.51
      1.44      -2.10
      1.82       0.24
      1.04      -0.53
     -2.57      -4.24
      0.25       0.04
     -8.32      -2.40
      1.81       1.19
      0.67      -0.21
     -2.64       0.04
     -1.09      -2.00
     -1.01       0.96
     -1.80      -0.31
