     28.59      11.37
      1.20      20.68
     24.31       4.33
     26.77       2.41
      9.96      13.14
     24.06      20.08
     13.87      14.05
      2.89       4.80
     19.66      15.75
      8.92      19.41
     19.36       9.68
      7.29      11.43
     15.60      11.23
     25.69      21.68
     22.73       9.20
      5.16      16.17
     26.92       6.52
     21.59       4.05
     11.97      12.69
      7.69      25.05
      4.93       6.47
     17.51       3.32
      4.33      10.45
      6.56      18.00
     29.00      17.28
      2.74      13.64
     23.59       7.07
      8.46       5.45
     14.17       4.06
      5.87      28.16
     23.39      24.05
      3.38       1.15
     18.23      28.92
     16.86      21.67
      9.64      27.36
     19.35      19.75
     10.08      21.31
     12.76       8.91
     17.79      11.10
     13.29       6.27
     14.97       8.93
     23.09       2.43
     27.70      13.29
      6.09      23.12
     28.76      22.38
      7.72       1.13
     23.46      27.25
     20.38      24.98
     21.03      17.60
     13.58      24.21
