     28.44      10.85
      1.73      20.58
     23.91       4.56
     27.71       1.46
      9.29      13.69
     24.11      20.50
     12.40      14.36
      2.46       5.42
     20.32      15.51
      9.16      19.89
     19.88       9.15
      7.87      11.30
     14.90      11.44
     26.23      21.00
     22.74       8.71
      5.37      15.93
     26.31       6.78
     21.75       4.56
     11.11      11.89
      7.35      25.93
      4.60       5.92
     17.43       3.35
      4.56      10.30
      7.34      18.14
     28.32      17.76
      1.64      14.87
     24.10       6.74
      8.25       6.39
     14.87       4.49
      5.51      28.88
     24.46      24.32
      4.17       1.74
     18.39      28.85
     16.51      21.41
      9.89      27.54
     19.40      19.97
     10.44      21.81
     12.90       9.75
     17.30      11.54
     13.08       5.98
     15.47       9.03
     23.63       2.58
     27.64      13.29
      6.23      22.76
     28.36      21.68
      7.58       1.08
     24.02      27.25
     20.61      25.41
     20.68      17.63
     13.96      24.28
