      3.89       1.31
      2.77      -0.12
     -3.65       1.08
      5.61       0.11
     -4.44       1.16
      0.67       1.44
      4.23      -3.13
     -3.28       1.89
     -0.48      -2.06
     -4.22       0.14
      1.40      -0.83
     -1.55      -4.14
     -0.03      -1.88
      5.55       0.08
      1.80      -1.75
     -0.83      -4.72
     -0.84       2.30
      0.53      -1.40
     -2.88      -0.47
     -1.36       2.94
      1.56      -2.60
      0.77      -0.16
     -1.61       3.65
     -2.64      -0.35
      0.77      -0.19
     -4.64       1.86
      5.92      -2.91
      2.08      -2.03
      3.52       1.24
     -2.09      -2.17
      1.18       3.29
     -0.15       0.50
     -5.73       3.83
      1.66       1.18
     -1.18       0.84
     -2.73       7.44
      4.05       0.28
     -0.72      -4.10
      1.44      -2.10
      0.94      -6.44
     -1.34      -0.74
      3.61       1.43
      3.33      -1.14
     -2.27      -3.92
      1.81       1.19
      0.67      -0.21
      1.23       4.52
     -2.81       1.98
     -1.01       0.96
     -3.13       0.99
