     -2.68      -0.86
     -6.00      -0.84
      2.86       2.22
     -0.80       1.30
      0.59       0.20
     -6.32      -1.81
     -4.72      -6.00
      2.04       2.89
     -4.54       2.40
      5.32       1.29
      4.06       2.78
     -1.16      -0.43
     -1.44       2.13
     -0.65      -2.51
      0.19       2.65
     -5.33       1.57
      0.06      -2.13
     -2.00      -2.12
      1.49       3.02
      2.95      -0.43
      2.24      -5.33
     -0.28       4.43
      1.37      -1.00
     -2.87       1.10
      0.18      -0.14
      1.85      -2.04
     -5.57       0.13
     -0.96       3.20
     -1.33       2.29
     -1.34      -3.10
     -5.28       0.26
      3.13       0.28
     -1.29      -1.97
      0.20      -2.69
     -0.68      -2.85
      0.42       1.71
     -2.35       3.29
      5.49      -3.77
      1.35       3.53
      1.76       3.46
      3.21       2.44
      0.92       3.53
     -3.33       0.50
     -1.26      -3.83
      1.64      -2.25
     -1.61       1.29
     -0.91       0.10
     -1.62      -0.02
      1.10       2.18
      3.03       1.92
