     28.27      10.29
      2.74      20.49
     23.69       4.70
     28.72       1.55
      8.56      14.28
     23.71      20.97
     11.04      14.94
      1.99       6.08
     20.89      14.72
     10.04      20.78
     20.42       8.57
      7.97      11.18
     14.10      12.21
     26.11      19.84
     22.43       8.73
      5.60      15.66
     26.81       7.08
     21.67       5.29
     10.48      10.78
      6.97      26.89
      4.24       5.32
     17.34       3.38
      4.80      10.14
      7.40      17.64
     27.59      18.29
      1.56      16.19
     23.85       6.90
      8.02       7.41
     15.83       4.69
      5.12      27.85
     25.62      24.61
      5.03       2.38
     18.55      28.61
     16.13      21.14
     10.16      27.73
     18.99      20.99
     10.99      22.62
     12.71      10.52
     16.97      12.02
     12.66       5.92
     16.21       8.73
     24.22       1.61
     27.59      13.28
      6.38      22.36
     28.55      21.33
      7.42       1.03
     24.63      27.24
     20.86      25.87
     20.91      17.41
     14.38      24.35
