     28.34      11.30
      4.42      21.01
     20.50       6.29
     28.86       2.53
     11.29      10.76
     24.10      18.40
     17.97      13.76
      5.04       1.76
     22.20      19.76
      7.55      15.34
     20.05       8.61
      6.67      10.34
     14.32      11.77
     22.64      24.88
     22.55      14.00
      2.10      14.50
     28.04       5.20
     18.44       3.87
     11.92      13.39
      7.83      21.59
      5.76       5.68
     16.74       2.60
      1.89       7.54
      4.52      18.32
     27.30      17.01
      5.90      14.21
     25.32       6.72
     10.29       2.74
     11.61       1.05
      7.51      24.31
     20.88      21.62
      2.54       3.78
     17.44      27.86
     15.20      22.35
      9.62      27.38
     18.44      20.28
     12.07      21.24
     10.92       7.76
     20.36      11.08
     13.70       5.36
     16.64       7.87
     22.91       2.97
     26.64      13.92
      4.89      25.03
     24.79      26.03
      7.51       2.43
     20.69      27.30
     18.60      26.15
     23.87      16.14
     11.69      23.89
