      0.91       2.07
     -0.39      -1.76
      1.67       0.66
      1.04       1.91
      0.40       4.12
     -4.86       5.11
      2.25      -3.55
      2.04       2.89
     -3.67      -5.99
     -5.51       2.90
      2.96      -1.12
     -1.76      -2.05
      0.42       3.70
     -0.65       2.51
      3.12      -0.28
      2.07       1.54
      0.06      -2.13
      0.31       2.36
      2.58      -0.14
     -0.34      -1.73
     -2.78       0.84
      2.58       1.80
     -0.94       5.85
     -0.93      -3.30
     -0.61       5.09
     -3.67      -0.41
      3.00       1.73
      0.31       4.10
      0.55       2.33
      0.68      -3.36
      1.07      -1.11
     -3.13       0.28
     -3.74      -2.72
     -2.57      -4.48
     -0.68      -2.85
      0.82       1.76
     -2.62       1.70
      5.08       0.87
     -0.22       3.21
     -0.07      -1.36
      4.57       5.66
     -5.28      -2.25
     -2.62      -2.26
     -0.44      -5.49
      0.55      -3.87
      2.71      -1.82
     -0.91       0.10
     -1.62      -0.02
     -2.83       1.02
     -1.80      -0.31
